order_id;product_id;unitprice;quantity;customer_id;orderdate;employee_id;deliverydate
10315;11;505,78;10;26;27-11-2020;4;2020-11-28 00:00:00
13724;14;1213,8;33;19;03-10-2021;9;2021-10-04 00:00:00
11736;8;307,35;11;65;07-01-2020;1;2020-01-08 00:00:00
13105;10;1005,46;45;148;03-11-2021;9;2021-11-04 00:00:00
13505;6;505,99;99;53;21-02-2020;10;2020-02-22 00:00:00
12652;6;374,66;40;141;27-08-2020;6;2020-08-28 00:00:00
10484;3;638,68;52;142;22-03-2019;7;2019-03-23 00:00:00
13079;13;92,93;23;111;06-12-2019;2;2019-12-07 00:00:00
13954;9;375,51;20;66;23-06-2020;10;2020-06-24 00:00:00
11371;1;66,73;30;50;14-09-2019;6;2019-09-15 00:00:00
13986;5;139,54;50;141;17-12-2018;6;2018-12-18 00:00:00
13162;0;259,99;54;155;07-04-2019;3;2019-04-08 00:00:00
10237;4;822,35;59;180;17-03-2019;6;2019-03-18 00:00:00
13095;19;512,23;57;180;12-07-2019;6;2019-07-13 00:00:00
10794;9;379,59;19;77;13-08-2019;7;2019-08-14 00:00:00
10769;20;304,04;100;11;03-07-2019;4;2019-07-04 00:00:00
13394;16;427,11;95;46;08-02-2020;7;2020-02-09 00:00:00
14558;19;236,85;40;68;08-03-2020;4;2020-03-09 00:00:00
14889;16;112,58;40;16;09-06-2019;6;2019-06-10 00:00:00
10790;17;729,7;16;151;12-05-2019;9;2019-05-13 00:00:00
10873;15;364,25;40;1;06-02-2021;5;2021-02-07 00:00:00
12001;6;656,13;19;184;06-01-2021;1;2021-01-07 00:00:00
13350;1;639,41;48;53;17-04-2019;1;2019-04-18 00:00:00
11632;2;747,16;60;137;28-01-2019;10;2019-01-29 00:00:00
12431;15;759,37;8;53;16-07-2021;1;2021-07-17 00:00:00
12216;11;548,59;7;136;01-01-2019;7;2019-01-02 00:00:00
10113;5;248,31;53;77;23-04-2021;4;2021-04-24 00:00:00
13573;11;775,81;53;98;11-09-2021;2;2021-09-12 00:00:00
10562;12;551,43;14;117;12-10-2020;4;2020-10-13 00:00:00
14539;13;1081,32;73;12;05-05-2019;4;2019-05-06 00:00:00
12590;8;668;84;69;27-05-2021;3;2021-05-28 00:00:00
12706;11;199,22;10;121;24-08-2021;4;2021-08-25 00:00:00
12071;9;684,07;21;161;25-07-2021;2;2021-07-26 00:00:00
11651;16;916,48;40;113;23-01-2020;10;2020-01-24 00:00:00
10145;19;225,81;20;152;12-03-2020;4;2020-03-13 00:00:00
13967;6;679,97;54;179;20-11-2020;5;2020-11-21 00:00:00
10187;3;923,91;19;122;02-12-2020;2;2020-12-03 00:00:00
12394;7;614,89;43;68;27-04-2020;8;2020-04-28 00:00:00
12462;20;1023,71;90;72;10-08-2019;10;2019-08-11 00:00:00
10018;14;354,49;31;40;19-10-2021;3;2021-10-20 00:00:00
10835;10;821,72;8;160;31-10-2021;5;2021-11-01 00:00:00
14029;3;652,62;74;48;02-08-2020;8;2020-08-03 00:00:00
14986;12;907,97;89;99;04-12-2020;8;2020-12-05 00:00:00
11189;20;1028,52;99;154;25-10-2019;1;2019-10-26 00:00:00
14402;1;786,85;29;15;16-07-2019;4;2019-07-17 00:00:00
11281;4;134,87;21;25;20-01-2021;6;2021-01-21 00:00:00
13691;1;838,44;84;10;14-04-2021;3;2021-04-15 00:00:00
12667;7;1155,57;13;101;26-08-2020;3;2020-08-27 00:00:00
14224;3;1050,3;7;42;04-03-2021;9;2021-03-05 00:00:00
10741;9;194,82;28;26;15-05-2021;1;2021-05-16 00:00:00
13136;7;31,81;79;92;29-04-2019;9;2019-04-30 00:00:00
11850;18;173,35;36;78;12-03-2021;1;2021-03-13 00:00:00
13604;3;510,51;80;70;26-08-2019;2;2019-08-27 00:00:00
14857;12;836,98;16;187;26-05-2021;4;2021-05-27 00:00:00
14866;6;242,65;66;90;22-11-2021;8;2021-11-23 00:00:00
12314;3;1212,13;75;164;19-01-2020;9;2020-01-20 00:00:00
13507;2;1083,1;88;109;14-11-2020;8;2020-11-15 00:00:00
13502;2;812,01;64;146;05-08-2019;5;2019-08-06 00:00:00
10179;3;974,91;56;6;10-03-2021;3;2021-03-11 00:00:00
12656;0;759,92;81;116;19-09-2019;6;2019-09-20 00:00:00
14632;11;953,34;46;186;27-08-2019;8;2019-08-28 00:00:00
11167;13;811,04;26;135;25-02-2021;7;2021-02-26 00:00:00
13207;11;430,19;83;122;31-01-2020;10;2020-02-01 00:00:00
13443;14;910,62;66;34;02-02-2021;2;2021-02-03 00:00:00
11288;4;1244,68;26;150;03-02-2021;7;2021-02-04 00:00:00
13229;5;731,06;27;180;18-12-2019;4;2019-12-19 00:00:00
10618;6;715,08;14;21;17-12-2019;10;2019-12-18 00:00:00
12644;2;1076;81;193;22-10-2020;1;2020-10-23 00:00:00
14216;5;769,9;73;3;13-11-2020;1;2020-11-14 00:00:00
14052;2;310,89;79;82;28-01-2019;7;2019-01-29 00:00:00
10510;2;575,65;1;172;19-04-2021;5;2021-04-20 00:00:00
13694;0;171,57;90;104;21-06-2019;1;2019-06-22 00:00:00
12348;1;1055,52;4;183;05-10-2020;4;2020-10-06 00:00:00
11829;14;689,17;23;187;04-03-2019;8;2019-03-05 00:00:00
13279;15;804,79;60;177;16-07-2019;1;2019-07-17 00:00:00
13411;12;644;93;121;31-05-2019;7;2019-06-01 00:00:00
14950;3;1002,05;55;115;07-10-2020;2;2020-10-08 00:00:00
10729;4;192,45;15;83;09-12-2019;4;2019-12-10 00:00:00
12300;13;191,12;15;182;31-07-2019;10;2019-08-01 00:00:00
11276;16;524,18;82;81;29-12-2018;6;2018-12-30 00:00:00
13970;19;1037,06;78;151;30-06-2021;9;2021-07-01 00:00:00
14471;14;473,29;7;141;03-11-2020;6;2020-11-04 00:00:00
14029;8;789,65;93;12;08-04-2020;7;2020-04-09 00:00:00
14415;0;301,51;1;50;12-09-2020;7;2020-09-13 00:00:00
11286;3;31,14;2;126;09-10-2019;2;2019-10-10 00:00:00
12215;9;558,22;19;114;06-04-2019;1;2019-04-07 00:00:00
14539;14;260,47;19;42;28-09-2020;1;2020-09-29 00:00:00
11420;0;1060,1;57;184;07-09-2021;5;2021-09-08 00:00:00
10802;6;380,2;80;45;24-08-2019;4;2019-08-25 00:00:00
12682;5;1162,3;41;182;27-01-2019;8;2019-01-28 00:00:00
13356;2;317,48;34;132;17-07-2019;6;2019-07-18 00:00:00
12496;6;914,21;49;64;16-02-2019;2;2019-02-17 00:00:00
12832;2;628,14;49;101;19-11-2021;6;2021-11-20 00:00:00
11496;5;640,51;10;129;29-12-2018;5;2018-12-30 00:00:00
10433;18;827,08;20;137;11-02-2019;5;2019-02-12 00:00:00
14597;11;758,24;8;1;18-11-2020;2;2020-11-19 00:00:00
11583;13;1215,17;72;107;10-10-2019;9;2019-10-11 00:00:00
13630;19;1180,31;87;150;18-06-2020;7;2020-06-19 00:00:00
12908;15;751,87;88;33;07-07-2020;2;2020-07-08 00:00:00
10501;5;1160,27;10;23;15-01-2020;2;2020-01-16 00:00:00
10026;16;453,98;25;172;09-12-2019;5;2019-12-10 00:00:00
12707;16;1059,01;96;1;10-05-2021;4;2021-05-11 00:00:00
11886;16;976,13;7;54;26-01-2019;9;2019-01-27 00:00:00
12117;20;389,99;3;54;09-08-2019;9;2019-08-10 00:00:00
10536;0;878,89;71;160;28-10-2020;1;2020-10-29 00:00:00
14202;15;373,89;71;82;09-07-2019;9;2019-07-10 00:00:00
13794;10;1147,83;31;13;06-04-2019;6;2019-04-07 00:00:00
11665;9;484,86;54;155;08-05-2019;5;2019-05-09 00:00:00
12752;0;682,8;48;126;08-03-2020;8;2020-03-09 00:00:00
14724;18;529,38;54;110;07-05-2021;6;2021-05-08 00:00:00
14154;7;913,15;50;146;09-11-2021;9;2021-11-10 00:00:00
13626;17;861,14;73;19;29-06-2021;3;2021-06-30 00:00:00
14545;9;860,96;25;40;08-08-2019;9;2019-08-09 00:00:00
10838;17;1046,36;72;84;13-08-2019;5;2019-08-14 00:00:00
14289;12;69,97;40;43;20-11-2021;9;2021-11-21 00:00:00
13699;2;509,38;94;131;19-07-2019;5;2019-07-20 00:00:00
14294;7;1002,98;27;14;02-11-2020;9;2020-11-03 00:00:00
12289;20;1051,93;96;83;27-02-2021;7;2021-02-28 00:00:00
13918;10;677,23;22;64;10-08-2021;3;2021-08-11 00:00:00
12375;10;1076,99;31;41;29-07-2021;6;2021-07-30 00:00:00
10807;18;27,81;78;22;02-07-2020;1;2020-07-03 00:00:00
12900;6;901,24;32;180;07-01-2019;4;2019-01-08 00:00:00
13902;7;934,91;16;52;02-07-2020;10;2020-07-03 00:00:00
12049;9;382,89;46;172;10-01-2019;10;2019-01-11 00:00:00
11731;3;1109,27;31;130;11-07-2021;10;2021-07-12 00:00:00
10462;14;331,74;3;138;03-12-2020;10;2020-12-04 00:00:00
10214;4;361,62;97;181;27-10-2021;10;2021-10-28 00:00:00
12730;2;1062,34;30;160;25-06-2021;10;2021-06-26 00:00:00
12686;20;206,53;14;170;14-04-2020;3;2020-04-15 00:00:00
10933;7;921,12;9;54;21-03-2021;7;2021-03-22 00:00:00
12171;13;445,76;23;151;07-03-2020;9;2020-03-08 00:00:00
14392;12;923,75;78;19;02-07-2021;6;2021-07-03 00:00:00
14338;15;1118,78;68;165;26-10-2019;2;2019-10-27 00:00:00
10284;3;785,78;81;170;25-11-2020;4;2020-11-26 00:00:00
10452;12;1021,2;28;95;13-04-2019;10;2019-04-14 00:00:00
10154;6;1244,44;12;107;06-09-2019;1;2019-09-07 00:00:00
11605;13;480,69;55;199;12-02-2020;3;2020-02-13 00:00:00
10681;0;1064,35;8;141;18-01-2021;6;2021-01-19 00:00:00
11788;3;52,02;2;46;25-12-2020;3;2020-12-26 00:00:00
14811;10;709,23;40;4;30-06-2019;9;2019-07-01 00:00:00
10458;4;653;5;49;24-06-2020;4;2020-06-25 00:00:00
11745;19;875,16;59;32;19-02-2021;7;2021-02-20 00:00:00
12262;18;184,97;7;176;27-08-2021;6;2021-08-28 00:00:00
12473;14;965,06;67;109;19-06-2019;2;2019-06-20 00:00:00
10817;14;367,44;27;65;12-01-2021;5;2021-01-13 00:00:00
12652;7;378,3;25;149;14-02-2019;4;2019-02-15 00:00:00
14669;13;92,96;80;146;27-09-2020;4;2020-09-28 00:00:00
13815;3;1199,71;64;118;09-03-2021;2;2021-03-10 00:00:00
10109;13;981,8;3;96;15-09-2020;3;2020-09-16 00:00:00
12821;13;609,16;42;15;15-11-2020;10;2020-11-16 00:00:00
10033;17;29,31;99;72;19-08-2021;9;2021-08-20 00:00:00
11844;10;459,1;43;45;22-10-2021;5;2021-10-23 00:00:00
13786;3;144,65;93;103;08-06-2019;4;2019-06-09 00:00:00
13011;19;1189,57;86;86;29-07-2019;4;2019-07-30 00:00:00
14747;1;59,09;93;31;14-09-2019;9;2019-09-15 00:00:00
11951;4;62,95;94;59;20-02-2021;2;2021-02-21 00:00:00
12435;3;46,21;89;198;20-10-2021;4;2021-10-21 00:00:00
14626;17;27,34;28;152;11-01-2020;6;2020-01-12 00:00:00
11710;5;21,85;73;174;01-12-2019;3;2019-12-02 00:00:00
10738;18;206,9;60;35;22-02-2020;4;2020-02-23 00:00:00
12021;15;224,24;68;21;25-11-2019;9;2019-11-26 00:00:00
12149;18;1192,11;75;35;03-01-2021;8;2021-01-04 00:00:00
11493;14;239,7;41;125;21-03-2019;3;2019-03-22 00:00:00
10473;13;24,19;39;36;01-11-2019;6;2019-11-02 00:00:00
12693;12;802,21;39;5;22-06-2019;8;2019-06-23 00:00:00
12327;10;440,96;84;93;28-01-2019;3;2019-01-29 00:00:00
12892;18;762,43;42;140;07-03-2020;3;2020-03-08 00:00:00
14304;5;1137,75;36;167;02-05-2019;1;2019-05-03 00:00:00
14640;13;495,75;91;37;19-05-2019;10;2019-05-20 00:00:00
14238;0;521;26;113;01-11-2019;3;2019-11-02 00:00:00
13506;16;418,31;77;35;09-08-2019;3;2019-08-10 00:00:00
11946;20;899,07;99;192;08-02-2021;8;2021-02-09 00:00:00
12398;0;238,22;22;106;01-06-2019;2;2019-06-02 00:00:00
12373;15;93,25;15;88;16-07-2019;7;2019-07-17 00:00:00
13237;3;1161,76;32;45;26-04-2021;6;2021-04-27 00:00:00
13747;17;838,45;54;55;24-07-2020;4;2020-07-25 00:00:00
12581;19;997,68;6;81;29-03-2019;1;2019-03-30 00:00:00
11935;7;612,93;78;77;10-06-2020;4;2020-06-11 00:00:00
14288;17;887,79;84;117;15-09-2019;7;2019-09-16 00:00:00
11133;12;731,85;96;127;07-09-2019;2;2019-09-08 00:00:00
14169;20;516,27;93;25;12-03-2020;9;2020-03-13 00:00:00
13096;16;452,94;38;126;16-06-2019;2;2019-06-17 00:00:00
10499;14;1068,9;4;148;25-02-2021;2;2021-02-26 00:00:00
10560;19;382,05;58;26;20-05-2021;4;2021-05-21 00:00:00
12936;4;426,9;59;80;02-04-2021;3;2021-04-03 00:00:00
12389;4;752,84;3;19;07-01-2021;10;2021-01-08 00:00:00
13588;2;578,03;3;148;03-01-2020;9;2020-01-04 00:00:00
13912;0;1073;85;153;13-01-2019;8;2019-01-14 00:00:00
13261;5;323,98;7;166;12-12-2019;2;2019-12-13 00:00:00
14007;19;35,82;69;145;01-03-2020;10;2020-03-02 00:00:00
11843;1;110,11;56;58;12-09-2021;2;2021-09-13 00:00:00
13832;14;639,72;84;87;20-04-2021;2;2021-04-21 00:00:00
11337;1;1225,56;24;67;13-10-2021;1;2021-10-14 00:00:00
10810;15;282,78;30;163;05-01-2021;5;2021-01-06 00:00:00
12341;6;486,12;81;191;01-06-2020;5;2020-06-02 00:00:00
11462;6;626,54;20;161;03-03-2021;5;2021-03-04 00:00:00
14669;20;494,51;40;87;26-05-2019;9;2019-05-27 00:00:00
11412;3;526,59;48;155;12-03-2021;6;2021-03-13 00:00:00
10738;11;854,81;86;132;28-01-2019;2;2019-01-29 00:00:00
13847;18;454,89;66;43;03-05-2019;8;2019-05-04 00:00:00
12873;5;538,01;76;4;18-10-2020;3;2020-10-19 00:00:00
12576;2;615,38;83;143;17-02-2019;4;2019-02-18 00:00:00
12226;15;995,4;52;51;24-07-2019;10;2019-07-25 00:00:00
13241;13;865,93;92;171;24-10-2020;10;2020-10-25 00:00:00
10301;0;511,13;39;146;15-12-2020;3;2020-12-16 00:00:00
14795;14;932,45;81;142;14-05-2021;4;2021-05-15 00:00:00
11495;18;201,78;78;83;29-03-2021;8;2021-03-30 00:00:00
13948;20;283,37;44;38;11-12-2018;9;2018-12-12 00:00:00
10443;13;902,48;9;116;04-03-2019;7;2019-03-05 00:00:00
12315;0;1147,35;31;69;22-08-2020;7;2020-08-23 00:00:00
13978;15;1190,35;92;14;10-05-2021;10;2021-05-11 00:00:00
11549;10;731,81;41;146;14-10-2021;5;2021-10-15 00:00:00
14963;0;1012,27;5;91;16-07-2020;4;2020-07-17 00:00:00
11284;0;963,76;16;132;26-03-2019;5;2019-03-27 00:00:00
11893;3;164,7;56;171;23-08-2020;3;2020-08-24 00:00:00
12834;12;80,2;4;180;26-12-2018;9;2018-12-27 00:00:00
12089;11;31,61;21;107;10-03-2021;9;2021-03-11 00:00:00
14487;15;91,59;61;149;22-11-2020;1;2020-11-23 00:00:00
12138;20;958,5;54;144;29-09-2021;1;2021-09-30 00:00:00
13957;1;916,68;19;98;29-02-2020;5;2020-03-01 00:00:00
14201;1;213,92;30;59;22-01-2020;4;2020-01-23 00:00:00
13124;19;1036,21;6;157;19-04-2020;7;2020-04-20 00:00:00
11191;11;1210,09;99;35;19-09-2021;10;2021-09-20 00:00:00
10597;5;144,57;52;113;13-04-2021;5;2021-04-14 00:00:00
13432;8;677,9;12;102;05-03-2019;1;2019-03-06 00:00:00
10140;12;1185,28;19;158;22-06-2021;5;2021-06-23 00:00:00
14158;18;371,38;25;156;16-04-2021;2;2021-04-17 00:00:00
11767;16;498,91;2;45;25-04-2019;2;2019-04-26 00:00:00
10247;12;918,98;82;185;13-12-2019;2;2019-12-14 00:00:00
11011;18;464,21;27;200;25-01-2021;8;2021-01-26 00:00:00
13088;8;788,62;71;45;12-06-2020;3;2020-06-13 00:00:00
11699;5;340,86;40;115;23-05-2021;6;2021-05-24 00:00:00
10903;8;636,63;51;138;04-07-2019;10;2019-07-05 00:00:00
14961;7;423,6;48;4;09-06-2021;7;2021-06-10 00:00:00
10001;3;1038,16;64;69;05-11-2019;8;2019-11-06 00:00:00
11794;7;734,89;47;182;24-09-2019;4;2019-09-25 00:00:00
12042;7;1066,58;38;113;08-03-2019;3;2019-03-09 00:00:00
11215;12;1220,03;35;58;04-10-2019;5;2019-10-05 00:00:00
13577;18;1010,25;48;155;12-12-2018;2;2018-12-13 00:00:00
11658;6;954,04;53;112;23-03-2021;6;2021-03-24 00:00:00
11497;14;1152,11;16;46;15-03-2020;2;2020-03-16 00:00:00
10962;17;411,9;20;195;11-07-2019;9;2019-07-12 00:00:00
14781;15;568,77;3;193;19-04-2020;5;2020-04-20 00:00:00
11845;12;416,75;36;5;24-11-2020;4;2020-11-25 00:00:00
10336;16;1178,34;56;176;12-02-2021;4;2021-02-13 00:00:00
14035;9;980,02;38;103;01-03-2020;4;2020-03-02 00:00:00
10496;7;663,47;48;77;26-01-2019;10;2019-01-27 00:00:00
14178;1;1177,89;93;147;09-02-2020;8;2020-02-10 00:00:00
13080;8;602,55;34;186;01-11-2021;5;2021-11-02 00:00:00
10163;6;1131,96;34;98;03-02-2020;5;2020-02-04 00:00:00
14695;19;1199,21;42;39;05-01-2020;4;2020-01-06 00:00:00
14188;11;693,23;90;53;13-05-2021;5;2021-05-14 00:00:00
13980;17;752,85;22;101;07-06-2019;9;2019-06-08 00:00:00
10373;2;125,57;43;53;09-10-2019;8;2019-10-10 00:00:00
12811;15;469,41;12;14;21-11-2020;5;2020-11-22 00:00:00
12729;12;433,8;45;92;07-12-2019;7;2019-12-08 00:00:00
14970;3;533,83;80;43;25-02-2019;4;2019-02-26 00:00:00
12529;20;222,81;10;124;04-10-2019;4;2019-10-05 00:00:00
11375;12;257,22;85;192;31-01-2021;3;2021-02-01 00:00:00
12086;1;325,64;73;101;18-08-2021;10;2021-08-19 00:00:00
11495;11;572,18;81;80;16-12-2018;2;2018-12-17 00:00:00
12336;5;504,28;62;33;24-01-2021;1;2021-01-25 00:00:00
10830;1;21,3;19;179;11-02-2019;7;2019-02-12 00:00:00
12173;9;40,97;41;76;04-02-2020;9;2020-02-05 00:00:00
10420;2;487,14;29;127;03-03-2020;4;2020-03-04 00:00:00
13972;16;296,1;13;65;16-08-2020;1;2020-08-17 00:00:00
10381;9;122,16;96;127;19-12-2019;4;2019-12-20 00:00:00
12740;0;466,27;27;55;01-08-2020;1;2020-08-02 00:00:00
14824;8;1207,47;84;72;03-07-2021;3;2021-07-04 00:00:00
11507;14;681,91;27;32;28-12-2018;10;2018-12-29 00:00:00
12478;16;1119,41;16;106;15-04-2020;8;2020-04-16 00:00:00
14433;11;745,02;14;180;06-11-2019;9;2019-11-07 00:00:00
14919;9;529,22;5;19;28-11-2019;9;2019-11-29 00:00:00
13397;20;1153,5;75;123;23-06-2021;5;2021-06-24 00:00:00
13076;5;1078,87;53;174;26-05-2021;4;2021-05-27 00:00:00
12730;0;1216,83;9;95;02-11-2020;1;2020-11-03 00:00:00
14907;12;572,18;92;170;20-01-2019;2;2019-01-21 00:00:00
11668;0;1040,48;24;149;15-10-2020;10;2020-10-16 00:00:00
13135;1;301,78;63;36;07-10-2019;10;2019-10-08 00:00:00
12114;14;593,38;53;2;25-01-2020;4;2020-01-26 00:00:00
11690;9;447,41;64;131;20-10-2021;7;2021-10-21 00:00:00
14312;3;335,59;90;119;20-01-2021;7;2021-01-21 00:00:00
12484;1;698,29;91;190;07-01-2021;5;2021-01-08 00:00:00
13742;13;1197,01;96;137;02-10-2021;7;2021-10-03 00:00:00
10539;1;661,4;100;177;19-09-2019;2;2019-09-20 00:00:00
14868;13;782,9;28;39;08-02-2021;6;2021-02-09 00:00:00
11052;16;148,61;80;105;20-10-2019;8;2019-10-21 00:00:00
11955;9;763,03;100;7;23-04-2019;1;2019-04-24 00:00:00
14302;19;876,1;3;109;26-09-2021;1;2021-09-27 00:00:00
11246;15;717,3;12;99;10-01-2020;2;2020-01-11 00:00:00
14659;10;1220,4;66;55;21-06-2019;10;2019-06-22 00:00:00
12185;7;1139,33;40;35;19-10-2021;7;2021-10-20 00:00:00
13083;5;289,48;38;119;17-04-2020;7;2020-04-18 00:00:00
13489;11;506,56;48;181;13-10-2021;1;2021-10-14 00:00:00
14002;5;15,44;28;45;19-12-2020;5;2020-12-20 00:00:00
12030;18;1069,97;10;130;17-03-2021;6;2021-03-18 00:00:00
14052;10;69,09;11;35;12-04-2019;10;2019-04-13 00:00:00
13901;4;1048,78;70;28;06-09-2020;8;2020-09-07 00:00:00
11624;16;117,32;90;181;10-08-2020;9;2020-08-11 00:00:00
13636;10;331,19;64;167;27-06-2020;6;2020-06-28 00:00:00
14815;6;1198,9;37;69;25-11-2019;4;2019-11-26 00:00:00
12059;12;321,91;45;170;08-08-2019;5;2019-08-09 00:00:00
13878;5;554,42;23;161;02-09-2021;9;2021-09-03 00:00:00
10880;0;410,59;94;20;03-03-2020;6;2020-03-04 00:00:00
12963;16;645,6;20;95;07-01-2019;9;2019-01-08 00:00:00
11482;7;767,28;21;33;23-12-2019;4;2019-12-24 00:00:00
11071;11;851,63;34;85;09-09-2021;3;2021-09-10 00:00:00
11566;16;310,24;23;114;30-08-2021;6;2021-08-31 00:00:00
12720;14;435,2;29;56;08-02-2020;6;2020-02-09 00:00:00
10335;7;407,07;4;39;30-04-2019;5;2019-05-01 00:00:00
11022;10;1005,08;97;190;26-02-2019;10;2019-02-27 00:00:00
13908;2;690,24;41;184;29-01-2019;8;2019-01-30 00:00:00
13964;2;726,54;11;84;24-05-2021;3;2021-05-25 00:00:00
13045;13;271,85;2;120;20-04-2021;5;2021-04-21 00:00:00
10184;8;1202,04;83;3;09-12-2021;1;2021-12-10 00:00:00
14174;4;1065,38;37;182;10-08-2020;8;2020-08-11 00:00:00
10354;18;495,02;2;15;14-08-2021;2;2021-08-15 00:00:00
13793;14;1091,19;49;21;23-09-2020;6;2020-09-24 00:00:00
13196;4;192,25;16;126;10-04-2019;3;2019-04-11 00:00:00
11479;7;83,22;59;62;29-09-2020;9;2020-09-30 00:00:00
11431;9;766,39;93;33;07-12-2019;5;2019-12-08 00:00:00
10883;8;1016,61;69;111;11-08-2019;2;2019-08-12 00:00:00
14800;14;1186,44;81;92;26-05-2020;3;2020-05-27 00:00:00
13782;16;820,43;95;54;04-06-2020;9;2020-06-05 00:00:00
12498;9;425,22;54;32;04-12-2019;9;2019-12-05 00:00:00
10315;1;1106,48;91;9;04-11-2021;4;2021-11-05 00:00:00
11075;9;669,12;94;140;24-05-2021;5;2021-05-25 00:00:00
13174;16;828,49;28;185;26-03-2020;1;2020-03-27 00:00:00
13772;5;185,99;26;166;19-04-2020;9;2020-04-20 00:00:00
13785;18;824,38;20;56;25-09-2019;8;2019-09-26 00:00:00
10032;19;42,09;65;26;22-03-2021;6;2021-03-23 00:00:00
12226;17;418,35;45;15;13-06-2019;1;2019-06-14 00:00:00
12132;17;73,06;50;28;19-05-2020;7;2020-05-20 00:00:00
12487;4;403,58;33;116;26-05-2020;1;2020-05-27 00:00:00
14721;20;137,02;69;68;15-04-2020;8;2020-04-16 00:00:00
13547;14;989,39;16;66;21-12-2020;9;2020-12-22 00:00:00
11649;19;899,02;43;199;24-10-2019;9;2019-10-25 00:00:00
11001;13;972,14;7;31;17-09-2019;7;2019-09-18 00:00:00
11263;16;966,15;99;177;16-05-2020;9;2020-05-17 00:00:00
14655;10;833,81;46;176;20-02-2021;3;2021-02-21 00:00:00
12840;6;428,48;11;156;15-05-2020;8;2020-05-16 00:00:00
11779;0;759,7;8;157;20-05-2019;5;2019-05-21 00:00:00
10084;19;189,96;48;14;26-02-2020;2;2020-02-27 00:00:00
11870;0;55,15;16;26;08-09-2020;10;2020-09-09 00:00:00
10936;14;1171,92;82;153;09-04-2020;3;2020-04-10 00:00:00
10653;7;415,6;27;76;17-07-2019;10;2019-07-18 00:00:00
13069;9;1242,99;62;184;19-08-2019;7;2019-08-20 00:00:00
10863;9;681,62;36;96;08-08-2021;4;2021-08-09 00:00:00
11382;5;940,54;95;103;29-10-2019;5;2019-10-30 00:00:00
11323;18;327,33;75;77;11-11-2019;2;2019-11-12 00:00:00
14566;17;1217,92;87;40;20-01-2019;8;2019-01-21 00:00:00
11171;6;750,56;62;17;14-12-2018;2;2018-12-15 00:00:00
11912;6;1034,11;78;125;21-02-2021;6;2021-02-22 00:00:00
11660;20;1070,38;28;184;04-09-2019;2;2019-09-05 00:00:00
11999;16;712,95;98;131;27-04-2020;7;2020-04-28 00:00:00
14244;1;968,2;31;155;20-10-2019;6;2019-10-21 00:00:00
12446;7;311,21;20;0;24-07-2020;9;2020-07-25 00:00:00
10605;10;728,2;21;153;28-08-2019;3;2019-08-29 00:00:00
13451;5;240,66;61;176;23-08-2019;2;2019-08-24 00:00:00
10417;3;247,32;32;155;08-05-2019;7;2019-05-09 00:00:00
